time,bus2_v,bus3_v,bus6_v,bus8_v,bus2_ω,bus3_ω,bus6_ω,bus8_ω,bus2_p,bus3_p,bus6_p,bus8_p,bus2_q,bus3_q,bus6_q,bus8_q,bus2_φ,bus3_φ,bus6_φ,bus8_φ
0.15,0.994488451434063,0.9004861856458504,0.883588511684828,0.9149019209703699,8.658460961828524e-12,-1.1549680073391782e-11,1.3331925654066862e-12,9.42548081079386e-13,0.39872045938437034,-0.8776814834703349,-0.10569501425388518,-2.9900630582613275e-12,0.009159711553931017,-0.3256052895800905,0.09603394940762469,0.07647976028934171,-0.06973748718079828,-0.20894093725216384,-0.2763490108202587,-0.2491340938576803
0.16,0.9944884514340692,0.9004861856458269,0.8835885116848281,0.914901920970371,8.770054703116553e-12,-1.2333856542372074e-11,1.4309807905882157e-12,1.0149545318246375e-12,0.398720459385822,-0.8776814834699321,-0.10569501425400797,-3.0988336896520252e-12,0.009159711553708982,-0.32560528958046725,0.09603394940766957,0.07647976028936135,-0.06973748718071185,-0.20894093725203203,-0.2763490108202288,-0.24913409385765964
0.17,0.9944884514340754,0.9004861856458009,0.8835885116848281,0.9149019209703723,8.788028554152321e-12,-1.3067210869354175e-11,1.5249478218765384e-12,1.0854117199058838e-12,0.398720459387369,-0.8776814834696292,-0.10569501425411917,-3.2006931827144314e-12,0.009159711553491972,-0.3256052895808259,0.09603394940771243,0.07647976028938216,-0.06973748718062467,-0.20894093725191257,-0.2763490108201976,-0.24913409385763785
0.18000000000000002,0.9944884514340818,0.9004861856457725,0.883588511684828,0.9149019209703734,8.718379182329524e-12,-1.3749454118501689e-11,1.6148062471353353e-12,1.1537373215096488e-12,0.39872045938897765,-0.8776814834694094,-0.10569501425421773,-3.2959086848638464e-12,0.009159711553286928,-0.3256052895811711,0.0960339494077546,0.07647976028940368,-0.06973748718053772,-0.2089409372518039,-0.27634901082016505,-0.24913409385761506
0.19000000000000003,0.9944884514340886,0.9004861856457427,0.8835885116848279,0.9149019209703744,8.568076774080291e-12,-1.4381122277073418e-11,1.7002987448003229e-12,1.2197760668520723e-12,0.39872045939061956,-0.877681483469257,-0.1056950142543051,-3.3846224434253003e-12,0.009159711553096792,-0.3256052895815038,0.09603394940779314,0.07647976028942527,-0.0697374871804518,-0.20894093725170462,-0.27634901082013147,-0.24913409385759136
0.20000000000000004,0.9944884514340954,0.9004861856457116,0.8835885116848277,0.9149019209703754,8.344886866159342e-12,-1.4963505346970705e-11,1.7811957852175305e-12,1.2834069910666083e-12,0.3987204593922659,-0.8776814834691588,-0.10569501425438094,-3.466553433195685e-12,0.009159711552924665,-0.32560528958182555,0.09603394940782903,0.07647976028944632,-0.06973748718036768,-0.20894093725161367,-0.27634901082009683,-0.2491340938575668
0.21000000000000005,0.9944884514341025,0.9004861856456797,0.8835885116848271,0.9149019209703761,8.057136548663336e-12,-1.549842089277637e-11,1.857311753866341e-12,1.3445017493821302e-12,0.39872045939389045,-0.8776814834691016,-0.10569501425444458,-3.541548998509114e-12,0.009159711552775753,-0.3256052895821394,0.0960339494078609,0.07647976028946794,-0.06973748718028608,-0.20894093725152996,-0.2763490108200613,-0.24913409385754134
0.22000000000000006,0.9944884514341094,0.9004861856456472,0.8835885116848267,0.9149019209703773,7.713551613697124e-12,-1.598813147012586e-11,1.928448400226007e-12,1.402940967786877e-12,0.3987204593954704,-0.8776814834690756,-0.10569501425449601,-3.609765264478426e-12,0.009159711552645222,-0.32560528958244694,0.0960339494078899,0.07647976028948963,-0.06973748718020763,-0.2089409372514526,-0.27634901082002483,-0.24913409385751506
0.23000000000000007,0.9944884514341165,0.9004861856456142,0.8835885116848261,0.9149019209703783,7.323134065701846e-12,-1.6435246515395246e-11,1.994443102702636e-12,1.4586209717779963e-12,0.3987204593969918,-0.8776814834690726,-0.10569501425453653,-3.671046105990783e-12,0.009159711552545621,-0.3256052895827516,0.09603394940791443,0.07647976028951013,-0.06973748718013278,-0.20894093725138094,-0.27634901081998764,-0.24913409385748805
0.24000000000000007,0.9944884514341236,0.9004861856455811,0.8835885116848254,0.914901920970379,6.894444274512133e-12,-1.6842479382201826e-11,2.055162665066117e-12,1.5114547018580741e-12,0.3987204593984365,-0.877681483469084,-0.10569501425456443,-3.725800917786515e-12,0.009159711552476166,-0.3256052895830527,0.09603394940793622,0.07647976028953014,-0.06973748718006201,-0.2089409372513142,-0.27634901081994984,-0.24913409385746044
0.25000000000000006,0.9944884514341309,0.9004861856455478,0.8835885116848248,0.9149019209703798,6.436042312068574e-12,-1.721273037041754e-11,2.1104908421444724e-12,1.5613651434450107e-12,0.3987204593997934,-0.8776814834691047,-0.10569501425458064,-3.7736203051252915e-12,0.009159711552438766,-0.32560528958335233,0.09603394940795423,0.07647976028954957,-0.06973748717999566,-0.20894093725125204,-0.2763490108199115,-0.24913409385743213
0.26000000000000006,0.9944884514341382,0.9004861856455146,0.8835885116848241,0.9149019209703806,5.956033084571529e-12,-1.7548885583221333e-11,2.1603182628931245e-12,1.6082834797597084e-12,0.39872045940105205,-0.8776814834691298,-0.10569501425458659,-3.814632637544335e-12,0.009159711552432337,-0.3256052895836531,0.0960339494079677,0.07647976028956782,-0.06973748717993396,-0.2089409372511939,-0.2763490108198726,-0.2491340938574033
0.2700000000000001,0.9944884514341453,0.9004861856454813,0.8835885116848233,0.9149019209703814,5.462262462729444e-12,-1.7853870747907736e-11,2.2045895734433904e-12,1.6521501619484732e-12,0.3987204594022053,-0.8776814834691544,-0.10569501425458022,-3.849108531905898e-12,0.009159711552457879,-0.3256052895839552,0.09603394940797819,0.076479760289585,-0.06973748717987711,-0.2089409372511395,-0.27634901081983343,-0.24913409385737395
0.2800000000000001,0.9944884514341525,0.9004861856454481,0.8835885116848226,0.914901920970382,4.961890079899382e-12,-1.8130482848388848e-11,2.243255841611982e-12,1.6929214058100013e-12,0.3987204594032492,-0.8776814834691758,-0.10569501425456336,-3.8769126797788545e-12,0.009159711552517262,-0.3256052895842587,0.09603394940798535,0.07647976028960227,-0.06973748717982522,-0.2089409372510884,-0.27634901081979396,-0.2491340938573441
0.2900000000000001,0.9944884514341596,0.9004861856454146,0.8835885116848217,0.9149019209703826,4.461470162210213e-12,-1.8381456527951334e-11,2.276313168263113e-12,1.730561329754366e-12,0.3987204594041811,-0.8776814834691927,-0.1056950142545369,-3.898315698025456e-12,0.009159711552611721,-0.3256052895845669,0.09603394940798815,0.07647976028961789,-0.06973748717977833,-0.2089409372510405,-0.2763490108197544,-0.2491340938573139
0.3000000000000001,0.9944884514341665,0.9004861856453812,0.8835885116848208,0.9149019209703831,3.967058521979771e-12,-1.8609368340235724e-11,2.3037623387498566e-12,1.7650472122345296e-12,0.3987204594049992,-0.8776814834692029,-0.10569501425450024,-3.913321056092656e-12,0.009159711552733731,-0.3256052895848798,0.09603394940798879,0.07647976028963364,-0.06973748717973638,-0.2089409372509955,-0.2763490108197148,-0.24913409385728333
0.3100000000000001,0.9944884514341733,0.9004861856453478,0.8835885116848199,0.9149019209703837,3.483932187867154e-12,-1.8816630714234414e-11,2.325674854873287e-12,1.7963632569540322e-12,0.39872045940570666,-0.8776814834692055,-0.105695014254454,-3.922046715176819e-12,0.009159711552888309,-0.32560528958519497,0.09603394940798726,0.07647976028964901,-0.06973748717969931,-0.20894093725095328,-0.2763490108196752,-0.24913409385725252
0.3200000000000001,0.9944884514341801,0.900486185645314,0.883588511684819,0.9149019209703844,3.0167513526796993e-12,-1.9005502083475644e-11,2.3421072837057993e-12,1.8245158181923512e-12,0.3987204594063058,-0.8776814834691998,-0.1056950142543996,-3.925203911903097e-12,0.009159711553078393,-0.3256052895855168,0.09603394940798254,0.07647976028966354,-0.06973748717966698,-0.2089409372509136,-0.2763490108196357,-0.24913409385722138
0.3300000000000001,0.9944884514341866,0.9004861856452804,0.8835885116848182,0.914901920970385,2.569232727272301e-12,-1.9177996155011842e-11,2.353173151868795e-12,1.849528795655056e-12,0.39872045940679895,-0.8776814834691856,-0.10569501425433629,-3.922362434849447e-12,0.009159711553294633,-0.3256052895858414,0.09603394940797641,0.07647976028967773,-0.06973748717963923,-0.20894093725087634,-0.2763490108195964,-0.24913409385719004
0.34000000000000014,0.9944884514341928,0.9004861856452466,0.8835885116848174,0.9149019209703856,2.1448702624644842e-12,-1.933604463078695e-11,2.3589846485460168e-12,1.8714241735223223e-12,0.39872045940719153,-0.8776814834691634,-0.10569501425426656,-3.914368829072146e-12,0.00915971155353286,-0.3256052895861701,0.09603394940796771,0.0764797602896912,-0.06973748717961581,-0.20894093725084148,-0.2763490108195574,-0.24913409385715862
0.35000000000000014,0.9944884514341991,0.9004861856452127,0.8835885116848167,0.914901920970386,1.7462624269407324e-12,-1.9481310267727378e-11,2.3597126454784455e-12,1.890250726538682e-12,0.3987204594074909,-0.8776814834691341,-0.10569501425418866,-3.901618611523716e-12,0.009159711553801846,-0.3256052895865035,0.09603394940795817,0.07647976028970405,-0.0697374871795965,-0.2089409372508088,-0.2763490108195187,-0.24913409385712712
0.36000000000000015,0.9944884514342051,0.9004861856451788,0.8835885116848159,0.9149019209703865,1.3752798863683768e-12,-1.9615274768791036e-11,2.3555434350318375e-12,1.906083403821974e-12,0.3987204594077023,-0.8776814834690972,-0.10569501425410593,-3.88411525165111e-12,0.009159711554090118,-0.3256052895868371,0.09603394940794702,0.07647976028971687,-0.069737487179581,-0.20894093725077828,-0.27634901081948043,-0.24913409385709565
0.37000000000000016,0.9944884514342107,0.9004861856451447,0.8835885116848152,0.9149019209703869,1.0335031896551656e-12,-1.973930245441578e-11,2.346699798683654e-12,1.918985876424469e-12,0.39872045940783196,-0.8776814834690551,-0.10569501425401773,-3.862136305210484e-12,0.009159711554398847,-0.3256052895871764,0.09603394940793472,0.07647976028972914,-0.0697374871795691,-0.20894093725074983,-0.27634901081944274,-0.2491340938570641
0.38000000000000017,0.9944884514342159,0.9004861856451104,0.8835885116848144,0.9149019209703871,7.218803592027877e-13,-1.9854555423840548e-11,2.3333809033532384e-12,1.9290431677748e-12,0.3987204594078872,-0.8776814834690077,-0.10569501425392522,-3.836105044729976e-12,0.009159711554720961,-0.32560528958751456,0.09603394940792127,0.07647976028974096,-0.06973748717956044,-0.20894093725072338,-0.27634901081940555,-0.2491340938570327
0.3900000000000002,0.9944884514342209,0.900486185645076,0.8835885116848138,0.9149019209703874,4.4082307622810173e-13,-1.996203379724277e-11,2.3158527517662326e-12,1.936343753729324e-12,0.39872045940787587,-0.8776814834689569,-0.10569501425382846,-3.806278209284031e-12,0.009159711555058781,-0.3256052895878558,0.09603394940790802,0.07647976028975301,-0.06973748717955475,-0.20894093725069893,-0.276349010819369,-0.24913409385700136
0.4000000000000002,0.9944884514342257,0.9004861856450415,0.883588511684813,0.9149019209703877,1.9035354679028136e-13,-2.0062559064657132e-11,2.294372949843085e-12,1.940983113377081e-12,0.3987204594078073,-0.8776814834689045,-0.10569501425372833,-3.773235196513625e-12,0.009159711555408057,-0.32560528958819945,0.09603394940789382,0.07647976028976426,-0.06973748717955167,-0.20894093725067628,-0.27634901081933316,-0.24913409385697013
0.4100000000000002,0.9944884514342303,0.9004861856450067,0.8835885116848124,0.9149019209703879,-3.002040683785714e-14,-2.0156849179191934e-11,2.2692192842964356e-12,1.943066886048877e-12,0.3987204594076878,-0.8776814834688507,-0.10569501425362642,-3.7368198813059195e-12,0.009159711555769043,-0.32560528958854085,0.09603394940788038,0.07647976028977642,-0.06973748717955093,-0.2089409372506555,-0.276349010819298,-0.24913409385693913
0.4200000000000002,0.9944884514342345,0.9004861856449717,0.8835885116848118,0.9149019209703882,-2.2108912985118452e-13,-2.0245462352517166e-11,2.2406730705277884e-12,1.94271212626883e-12,0.39872045940752576,-0.8776814834687968,-0.10569501425352244,-3.69773309194521e-12,0.009159711556138036,-0.32560528958888363,0.09603394940786616,0.07647976028978791,-0.06973748717955225,-0.20894093725063645,-0.27634901081926366,-0.24913409385690827
0.4300000000000002,0.9944884514342383,0.9004861856449367,0.8835885116848112,0.9149019209703885,-3.8395053063365416e-13,-2.0328878055795905e-11,2.209033713910061e-12,1.940035857092306e-12,0.39872045940732376,-0.8776814834687434,-0.10569501425341633,-3.656248914740701e-12,0.009159711556507327,-0.32560528958922597,0.09603394940785291,0.0764797602898,-0.06973748717955537,-0.20894093725061902,-0.27634901081923,-0.2491340938568777
0.4400000000000002,0.9944884514342419,0.9004861856449015,0.8835885116848107,0.9149019209703887,-5.198143953139036e-13,-2.0407503807578775e-11,2.1745656503552086e-12,1.935183329072211e-12,0.39872045940709533,-0.8776814834686928,-0.10569501425331086,-3.6126449054485477e-12,0.009159711556885091,-0.3256052895895648,0.09603394940783966,0.07647976028981213,-0.06973748717955996,-0.20894093725060328,-0.27634901081919727,-0.24913409385684737
0.45000000000000023,0.9944884514342451,0.9004861856448664,0.8835885116848101,0.9149019209703888,-6.303235804584838e-13,-2.048159453819498e-11,2.1375858592941763e-12,1.9282658162526044e-12,0.3987204594068421,-0.8776814834686442,-0.10569501425320506,-3.5672020892718592e-12,0.009159711557261536,-0.3256052895899013,0.09603394940782738,0.07647976028982319,-0.0697374871795658,-0.20894093725058893,-0.27634901081916535,-0.24913409385681734
0.46000000000000024,0.9944884514342482,0.9004861856448313,0.8835885116848096,0.9149019209703888,-7.170223948753149e-13,-2.0551403825143536e-11,2.0983903412305887e-12,1.9194183661106197e-12,0.3987204594065713,-0.8776814834685986,-0.10569501425309928,-3.520475577722948e-12,0.009159711557635578,-0.32560528959023427,0.0960339494078162,0.07647976028983454,-0.06973748717957258,-0.20894093725057603,-0.2763490108191343,-0.24913409385678767
0.47000000000000025,0.9944884514342507,0.9004861856447961,0.8835885116848091,0.9149019209703889,-7.817986842536427e-13,-2.0617121937772232e-11,2.057275001197272e-12,1.908777971739167e-12,0.39872045940628714,-0.8776814834685569,-0.10569501425299456,-3.4721808761517536e-12,0.009159711558003863,-0.3256052895905629,0.09603394940780524,0.07647976028984667,-0.06973748717958014,-0.2089409372505645,-0.2763490108191041,-0.2491340938567583
0.48000000000000026,0.9944884514342529,0.9004861856447606,0.8835885116848085,0.9149019209703889,-8.263747281217824e-13,-2.0678865059559095e-11,2.0145047695304894e-12,1.896473677377195e-12,0.3987204594059969,-0.8776814834685208,-0.10569501425289095,-3.4225990097613845e-12,0.009159711558370011,-0.3256052895908893,0.0960339494077955,0.07647976028985908,-0.06973748717958828,-0.20894093725055435,-0.276349010819075,-0.24913409385672938
0.49000000000000027,0.994488451434255,0.9004861856447253,0.8835885116848079,0.9149019209703888,-8.527393781623225e-13,-2.073666597148643e-11,1.9703638623057243e-12,1.882636434210476e-12,0.398720459405706,-0.8776814834684903,-0.10569501425278952,-3.3725661152672615e-12,0.009159711558729435,-0.32560528959121116,0.09603394940778708,0.07647976028987137,-0.0697374871795967,-0.20894093725054536,-0.27634901081904667,-0.24913409385670077
0.5000000000000002,0.9944884514342567,0.90048618564469,0.8835885116848072,0.9149019209703887,-8.628805938186525e-13,-2.079057302403424e-11,1.9251386662140507e-12,1.867400102294177e-12,0.39872045940541573,-0.8776814834684655,-0.10569501425269036,-3.321804636913228e-12,0.009159711559082895,-0.325605289591528,0.09603394940777857,0.07647976028988349,-0.06973748717960533,-0.20894093725053756,-0.27634901081901925,-0.2491340938566726
0.5100000000000002,0.9944884514342583,0.9004861856446545,0.8835885116848066,0.9149019209703886,-8.587370164218768e-13,-2.0840604985451156e-11,1.879077316673087e-12,1.8508869616150285e-12,0.3987204594051343,-0.8776814834684485,-0.10569501425259277,-3.2704498831304107e-12,0.009159711559430694,-0.3256052895918415,0.09603394940777175,0.07647976028989666,-0.06973748717961395,-0.20894093725053087,-0.2763490108189928,-0.2491340938566448
0.5200000000000002,0.9944884514342595,0.9004861856446192,0.883588511684806,0.9149019209703884,-8.423998056491791e-13,-2.0886697531906394e-11,1.8324276722967293e-12,1.8332272224189213e-12,0.39872045940485873,-0.8776814834684361,-0.10569501425249819,-3.219341460081182e-12,0.009159711559767667,-0.3256052895921495,0.09603394940776605,0.07647976028990927,-0.06973748717962248,-0.2089409372505251,-0.2763490108189672,-0.2491340938566175
0.5300000000000002,0.9944884514342603,0.9004861856445838,0.8835885116848055,0.9149019209703882,-8.154772076255449e-13,-2.0928919296264416e-11,1.7854021280430352e-12,1.8145457542854904e-12,0.3987204594045944,-0.8776814834684306,-0.10569501425240566,-3.1680630341313076e-12,0.009159711560094468,-0.32560528959245244,0.09603394940776308,0.07647976028992186,-0.0697374871796308,-0.20894093725052026,-0.2763490108189424,-0.24913409385659058
0.5400000000000003,0.994488451434261,0.9004861856445485,0.8835885116848049,0.914901920970388,-7.797374950033982e-13,-2.0967248703008005e-11,1.7382061604016776e-12,1.7949587527073643e-12,0.39872045940434375,-0.8776814834684312,-0.1056950142523162,-3.116888691589992e-12,0.009159711560413824,-0.32560528959275115,0.09603394940776053,0.0764797602899351,-0.06973748717963879,-0.20894093725051624,-0.27634901081891855,-0.2491340938565641
0.5500000000000003,0.9944884514342615,0.9004861856445132,0.8835885116848043,0.9149019209703879,-7.369461984287892e-13,-2.1001666472482856e-11,1.6910509343779e-12,1.7745830469168657e-12,0.3987204594041073,-0.8776814834684382,-0.1056950142522304,-3.0658149630102827e-12,0.009159711560719583,-0.32560528959304325,0.09603394940775896,0.07647976028994895,-0.0697374871796464,-0.208940937250513,-0.2763490108188956,-0.2491340938565381
0.5600000000000003,0.9944884514342615,0.9004861856444781,0.8835885116848037,0.9149019209703876,-6.886011216857554e-13,-2.1032178621894777e-11,1.6441224247203918e-12,1.7535087737792464e-12,0.39872045940388534,-0.877681483468451,-0.10569501425214711,-3.0152651209203185e-12,0.009159711561013858,-0.32560528959332957,0.09603394940775854,0.07647976028996234,-0.06973748717965356,-0.20894093725051044,-0.27634901081887353,-0.24913409385651253
0.5700000000000003,0.9944884514342616,0.900486185644443,0.8835885116848032,0.9149019209703874,-6.359953674389735e-13,-2.105883226861826e-11,1.5975721282021364e-12,1.7318483827041466e-12,0.3987204594036826,-0.8776814834684705,-0.10569501425206741,-2.964965079010895e-12,0.009159711561301492,-0.3256052895936134,0.09603394940776001,0.07647976028997641,-0.0697374871796602,-0.20894093725050847,-0.27634901081885216,-0.2491340938564874
0.5800000000000003,0.9944884514342612,0.9004861856444081,0.8835885116848027,0.9149019209703871,-5.806338950413821e-13,-2.1081607487529642e-11,1.5515561321998858e-12,1.7096917880702713e-12,0.39872045940349654,-0.8776814834684947,-0.10569501425199049,-2.9151889235912165e-12,0.009159711561577657,-0.3256052895938913,0.09603394940776236,0.07647976028999061,-0.0697374871796663,-0.20894093725050705,-0.2763490108188316,-0.2491340938564627
0.5900000000000003,0.9944884514342609,0.9004861856443731,0.8835885116848021,0.9149019209703867,-5.23676309804848e-13,-2.110055760638896e-11,1.506209001093727e-12,1.6871302629000025e-12,0.39872045940332856,-0.8776814834685251,-0.10569501425191705,-2.8663495188485655e-12,0.009159711561843892,-0.3256052895941647,0.09603394940776644,0.07647976029000446,-0.06973748717967182,-0.2089409372505061,-0.2763490108188119,-0.2491340938564385
0.6000000000000003,0.9944884514342602,0.9004861856443384,0.8835885116848015,0.9149019209703864,-4.662108140856993e-13,-2.111573933549612e-11,1.4616463651122455e-12,1.6642510762291754e-12,0.39872045940317785,-0.8776814834685606,-0.10569501425184671,-2.817759914286455e-12,0.009159711562099427,-0.32560528959443424,0.09603394940777113,0.07647976029001897,-0.0697374871796768,-0.20894093725050564,-0.27634901081879293,-0.24913409385641475
0.6100000000000003,0.9944884514342595,0.9004861856443037,0.8835885116848009,0.9149019209703859,-4.0917093952823474e-13,-2.1127191315606516e-11,1.4179752014725397e-12,1.6411229171795526e-12,0.3987204594030452,-0.8776814834685999,-0.10569501425177885,-2.770113999295276e-12,0.009159711562344106,-0.32560528959469726,0.09603394940777686,0.07647976029003314,-0.06973748717968117,-0.20894093725050553,-0.2763490108187748,-0.24913409385639143
0.6200000000000003,0.9944884514342583,0.9004861856442691,0.8835885116848002,0.9149019209703856,-3.5340838894227324e-13,-2.1135011483416483e-11,1.3752924519364547e-12,1.6178166542090243e-12,0.3987204594029277,-0.877681483468644,-0.10569501425171511,-2.7231342181188722e-12,0.00915971156257795,-0.32560528959495694,0.09603394940778395,0.07647976029004809,-0.069737487179685,-0.20894093725050575,-0.27634901081875735,-0.24913409385636853
0.6300000000000003,0.994488451434257,0.9004861856442345,0.8835885116847995,0.9149019209703851,-2.9952084922046543e-13,-2.113929252710996e-11,1.3336632301407827e-12,1.5943982987373964e-12,0.39872045940282624,-0.8776814834686918,-0.10569501425165359,-2.6768136318633395e-12,0.009159711562800592,-0.3256052895952131,0.09603394940779286,0.07647976029006319,-0.06973748717968828,-0.2089409372505062,-0.27634901081874064,-0.24913409385634613
0.6400000000000003,0.9944884514342556,0.9004861856442,0.8835885116847989,0.9149019209703847,-2.4803094124692667e-13,-2.1140174967003916e-11,1.2931584148005783e-12,1.5709097761535477e-12,0.39872045940274053,-0.8776814834687435,-0.10569501425159517,-2.6315755130568164e-12,0.00915971156301625,-0.3256052895954664,0.09603394940780283,0.076479760290078,-0.06973748717969101,-0.20894093725050694,-0.2763490108187245,-0.24913409385632423
